คำ	ว	มว	พญ	สร	วณ
บัพพาชนียกรรม	13	13	10	3	0
บานบุรีเหลือง	13	13	8	5	0
บิกูปะระมาหนา	13	13	7	6	0
บุคคลล้มละลาย	13	13	9	3	1
บุญญาภิสังขาร	13	13	8	5	0
บุญทำกรรมแต่ง	13	13	9	3	1
บุญมาวาสนาส่ง	13	13	8	4	1
บุพเพสันนิวาส	13	13	8	5	0
บุราณทุติยิกา	13	13	7	6	0
บุหรี่ก้นกรอง	13	13	9	2	2
บุหรี่ก้นก๊อก	13	13	8	2	3
เบญจดุริยางค์	13	13	8	4	0
เบญจวรรณห้าสี	13	13	9	3	1
เบื่อเป็นยารุ	13	13	6	6	1
ปฏิกรรมสงคราม	13	13	11	2	0
ประกาศนียบัตร	13	13	9	4	0
ประชากรศาสตร์	13	13	9	3	0
ประชาสัมพันธ์	13	13	8	4	0
ประชุมโต๊ะกลม	13	13	8	4	1
ประดักประเดิด	13	13	8	5	0
ประวัติศาสตร์	13	13	8	4	0
ประวิสรรชนีย์	13	13	9	3	0
ประอรประเอียง	13	13	9	4	0
ประเดี๋ยวก่อน	13	13	8	3	2
ประเล้าประโลม	13	13	7	5	1
ประโยควิเศษณ์	13	13	8	4	0
ปฤจฉาคุณศัพท์	13	13	9	3	0
ปลงธรรมสังเวช	13	13	11	2	0
ปลงอายุสังขาร	13	13	9	4	0
ปลดเกษียณอายุ	13	13	9	4	0
ปล่อยชั่วคราว	13	13	9	2	2
ปล่อยปละละเลย	13	13	9	3	1
ปล่อยปลาลงน้ำ	13	13	9	2	2
ปลาตกน้ำตัวโต	13	13	8	4	1
ปลาเงินปลาทอง	13	13	9	4	0
ปวดท้องเยี่ยว	13	13	9	2	2
ปวดแสบปวดร้อน	13	13	11	1	1
ป้อมบังคับการ	13	13	9	3	1
ปะเหลาะปะแหละ	13	13	6	7	0
ปัจจันตประเทศ	13	13	9	4	0
ปัพพาชนียกรรม	13	13	10	3	0
ปากกาหมึกแห้ง	13	13	8	4	1
ปากไม่มีหูรูด	13	13	7	5	1
ปิดทองหลังพระ	13	13	10	3	0
ปิดประตูตีแมว	13	13	8	5	0
ปิดหนักปิดเบา	13	13	8	5	0
ปีกกล้าขาแข็ง	13	13	7	5	1
ปีหน้าฟ้าใหม่	13	13	6	4	3
เป็นกอบเป็นกำ	13	13	8	5	0
เป็นตัวเป็นตน	13	13	8	5	0
เป็นน้ำยาเย็น	13	13	6	6	1
เป็นผู้เป็นคน	13	13	7	5	1
เป็นฟืนเป็นไฟ	13	13	7	6	0
เป็นเงาตามตัว	13	13	7	6	0
เป็นไรเป็นกัน	13	13	7	6	0
เปลือกข้าวโพด	13	13	8	4	1
เปิดบริสุทธิ์	13	13	7	5	0
แปลตามพยัญชนะ	13	13	9	4	0
ผณินทรสมพัตสร	13	13	11	2	0
ผลคุนีบูรพมาส	13	13	9	4	0
ผลุบ ๆ โผล่ ๆ	13	10	5	4	1
ผัวหาบเมียคอน	13	13	9	4	0
ผาลาเพียงไหล่	13	13	7	5	1
ผ้าเหลืองร้อน	13	13	8	3	2
ผิดพ้องหมองใจ	13	13	10	2	1
ผิดรูปผิดร่าง	13	13	8	4	1
ผิดลูกผิดเมีย	13	13	8	5	0
ผิดสีผิดกลิ่น	13	13	8	4	1
ผีเสื้อกะโหลก	13	13	7	5	1
ผุดลุกผุดนั่ง	13	13	8	4	1
ผู้ก่อการร้าย	13	13	7	3	3
ผู้จัดการมรดก	13	13	9	3	1
ผู้ชายพายเรือ	13	13	7	5	1
ผู้ต้องกักขัง	13	13	8	3	2
ผู้ถูกกล่าวหา	13	13	7	4	2
ผู้สร้างสรรค์	13	13	8	2	2
ฝนชะช่อมะม่วง	13	13	9	2	2
ฝนตกขี้หมูไหล	13	13	9	3	1
ฝนตกไม่มีเค้า	13	13	7	4	2
ฝากเผื่อเรียก	13	13	7	5	1
ฝ่าคมหอกคมดาบ	13	13	10	2	1
พนักงานสอบสวน	13	13	11	2	0
พระธรรมศาสตร์	13	13	10	2	0
พระประยูรญาติ	13	13	8	5	0
พระประยูรวงศ์	13	13	9	3	0
พระราชกฤษฎีกา	13	13	9	4	0
พระราชบัญญัติ	13	13	8	5	0
พระเจ้าลอยถาด	13	13	8	4	1
พระเชื้อเมือง	13	13	7	5	1
พระเสื้อเมือง	13	13	7	5	1
พลอยฟ้าพลอยฝน	13	13	11	1	1
พอยกขาก็ลาโรง	13	13	9	4	0
พอหอมปากหอมคอ	13	13	12	1	0
พ่อเจ้าประคุณ	13	13	7	4	2
พะเนินเทินทึก	13	13	7	6	0
พัสดุไปรษณีย์	13	13	8	4	0
พานพระขันหมาก	13	13	9	4	0
พายุดีเปรสชัน	13	13	8	5	0
พายเรือคนละที	13	13	8	5	0
พายเรือทวนน้ำ	13	13	8	4	1
พายเรือในหนอง	13	13	9	4	0
พายเรือในอ่าง	13	13	7	5	1
พิทักษ์ทรัพย์	13	13	8	3	0
พิพิธภัณฑสถาน	13	13	9	4	0
พุ่งหอกเข้ารก	13	13	8	3	2
พุ่มข้าวบิณฑ์	13	13	7	3	2
พูดจริงทำจริง	13	13	9	4	0
เพลงหน้าพาทย์	13	13	8	3	1
เพื่อนต่างเพศ	13	13	7	4	2
เพื่อนเจ้าสาว	13	13	6	5	2
ฟอร์มาลดีไฮด์	13	13	8	3	0
ไฟบรรลัยกัลป์	13	13	9	3	0
ไฟประลัยกัลป์	13	13	8	4	0
ภาษีสรรพสามิต	13	13	9	4	0
ภิรมย์สุรางค์	13	13	8	3	0
ภูมิรัฐศาสตร์	13	13	8	4	0
มณฑลเทศาภิบาล	13	13	9	4	0
มนุษยสัมพันธ์	13	13	9	3	0
มวนแมงป่องน้ำ	13	13	9	2	2
มหาพรหมราชินี	13	13	9	4	0
มหาภิเนษกรมณ์	13	13	9	3	0
มะพร้าวตื่นดก	13	13	8	3	2
มะพร้าวทึนทึก	13	13	8	4	1
มะพร้าวทึมทึก	13	13	8	4	1
มัชฌันติกสมัย	13	13	9	4	0
มัชฌิมาปฏิปทา	13	13	8	5	0
มัดเชื้อเพลิง	13	13	7	5	1
มันจาวมะพร้าว	13	13	8	4	1
มากมายก่ายกอง	13	13	9	3	1
มากหน้าหลายตา	13	13	8	4	1
มากหมอมากความ	13	13	10	3	0
มาลัยชายเดียว	13	13	8	5	0
มิจฉากัมมันตะ	13	13	8	5	0
มิจฉาสังกัปปะ	13	13	8	5	0
มิตรจิตมิตรใจ	13	13	9	4	0
มูลภัณฑ์กันชน	13	13	9	3	0
แมลงดาขี้ควาย	13	13	8	4	1
แม่สื่อแม่ชัก	13	13	6	4	3
แม่หยั่วเมือง	13	13	7	4	2
แม่อยั่วเมือง	13	13	7	4	2
แม่เจ้าประคุณ	13	13	6	5	2
โมกขบริสุทธิ์	13	13	8	4	0
ไม่ลงโบสถ์กัน	13	13	8	3	1
ไม่ลืมหูลืมตา	13	13	7	5	1
ไม้สั้นไม้ยาว	13	13	6	4	3
ไม้หลักปักเลน	13	13	8	4	1
ไม่หวาดไม่ไหว	13	13	7	4	2
ไม่เป็นเรื่อง	13	13	6	5	2
ไม่ใกล้ไม่ไกล	13	13	6	4	3
ไม่ได้ไม่เสีย	13	13	5	5	3
ยมกปาฏิหาริย์	13	13	8	4	0
ย็อก ๆ แย็ก ๆ	13	10	5	5	0
ยักยี่ยักเหยา	13	13	7	5	1
ยักษ์ปักหลั่น	13	13	8	3	1
ยักษ์มักกะสัน	13	13	8	4	0
ยับยั้งชั่งใจ	13	13	7	4	2
ยาแผนปัจจุบัน	13	13	8	5	0
ย่ำอยู่กับที่	13	13	6	4	3
ยินยอมพร้อมใจ	13	13	10	2	1
ยืดเส้นยืดสาย	13	13	8	4	1
ยุงปัดแม่ม่าย	13	13	7	4	2
ยุแยงตะแคงแซะ	13	13	7	6	0
ยุแยงตะแคงแส่	13	13	7	5	1
เย็บมุงหลังคา	13	13	8	5	0
เย็บล้มตะเข็บ	13	13	7	5	1
โยนหัวโยนก้อย	13	13	9	3	1
โยนิโสมนสิการ	13	13	8	5	0
รถจักรยานยนต์	13	13	10	2	0
รถพระประเทียบ	13	13	9	4	0
ร่วมนอกประธาน	13	13	10	2	1
ร้องกระจองอแง	13	13	10	2	1
ร้อน ๆ หนาว ๆ	13	10	6	3	1
ร้อนผ้าเหลือง	13	13	8	3	2
ระนาดเอกเหล็ก	13	13	8	5	0
รังสีความร้อน	13	13	9	3	1
รัฐประศาสนนัย	13	13	9	4	0
รัตนโกสินทรศก	13	13	10	3	0
รับซื้อของโจร	13	13	9	3	1
รับพระเคราะห์	13	13	7	5	0
ราชวรมหาวิหาร	13	13	9	4	0
ราชสันตติวงศ์	13	13	9	3	0
ราชสีห์ตัวผู้	13	13	7	4	1
ร่ำรวยผิดปกติ	13	13	9	3	1
รีดเลือดกับปู	13	13	8	5	0
รู้คิดรู้อ่าน	13	13	6	4	3
รู้งู ๆ ปลา ๆ	13	10	4	5	1
รู้จักมักคุ้น	13	13	7	4	2
รูปพรรณสัณฐาน	13	13	10	3	0
รูปโฉมโนมพรรณ	13	13	10	3	0
รู้ยาวรู้สั้น	13	13	6	4	3
รู้หาญรู้ขลาด	13	13	7	4	2
รู้อยู่เต็มอก	13	13	7	4	2
รู้เห็นเป็นใจ	13	13	6	6	1
รู้เองเป็นเอง	13	13	7	5	1
รู้แล้วรู้รอด	13	13	7	3	3
เรี่ยมเร้เรไร	13	13	6	5	2
เรือตรวจการณ์	13	13	9	3	0
เรือนทรงมนิลา	13	13	9	4	0
เรือนทรงมลิลา	13	13	9	4	0
เรือนฝากระดาน	13	13	8	5	0
เรือนฝาขัดแตะ	13	13	7	6	0
เรือประจัญบาน	13	13	8	5	0
เรือพระประทีป	13	13	8	5	0
เรือลาดตระเวน	13	13	8	5	0
เรือเร็วโจมตี	13	13	7	6	0
โรคระบบประสาท	13	13	9	4	0
โรคสะเก็ดเงิน	13	13	7	6	0
โรงเรียนประจำ	13	13	8	5	0
โรงเรียนสาธิต	13	13	8	5	0
ฤๅษีเลี้ยงลิง	13	13	7	5	1
ละครพูดสลับลำ	13	13	9	4	0
ละห้อยละเหี่ย	13	13	7	4	2
ลักปิดลักเปิด	13	13	8	5	0
ล้างคอมะพร้าว	13	13	8	3	2
ลายไพรยักคิ้ว	13	13	8	4	1
ลิ้นตวัดถึงหู	13	13	8	4	1
ลืมหน้าอ้าปาก	13	13	7	4	2
ลูกขุน ณ ศาลา	13	11	7	4	0
ลูกขุนศาลหลวง	13	13	10	3	0
ลูกพี่ลูกน้อง	13	13	8	3	2
ลูกลิงลูกค่าง	13	13	8	4	1
ลูกศิษย์ลูกหา	13	13	8	4	0
ลูกเวรลูกกรรม	13	13	10	3	0
ลูกโป่งสวรรค์	13	13	9	2	1
ลูบหน้าปะจมูก	13	13	8	4	1
เล่ห์กระเท่ห์	13	13	6	3	2
เลี้ยงต้อนรับ	13	13	8	3	2
เลี้ยงไม่ขึ้น	13	13	6	4	3
เลือดขึ้นหน้า	13	13	7	4	2
เลือดตกยางออก	13	13	10	3	0
เลือดล้างหน้า	13	13	7	4	2
เลื่อยวงเดือน	13	13	8	4	1
เลื่อยวิลันดา	13	13	7	5	1
แล้ว ๆ เล่า ๆ	13	10	3	5	2
วงเล็บเหลี่ยม	13	13	8	4	1
ว็อบ ๆ แว็บ ๆ	13	10	5	5	0
วอพระประเทียบ	13	13	9	4	0
วันรัฐธรรมนูญ	13	13	10	3	0
วันอาสาฬหบูชา	13	13	8	5	0
วัวสันหลังหวะ	13	13	9	4	0
วัวหายล้อมคอก	13	13	10	2	1
ว่านอนสอนง่าย	13	13	9	2	2
วายุบุตรยาตรา	13	13	8	5	0
ว่าแล้วว่าอีก	13	13	6	4	3
ว่าไม่ไว้หน้า	13	13	5	4	4
วิ่งราวทรัพย์	13	13	8	3	1
วิ่งสวมกระสอบ	13	13	10	2	1
วิชาเลือกเสรี	13	13	7	6	0
วิญญาณกทรัพย์	13	13	9	3	0
วิทยุประจำที่	13	13	7	5	1
วิทยุเฉพาะกิจ	13	13	7	6	0
วิทยุโทรทัศน์	13	13	8	4	0
วิทยุโทรพิมพ์	13	13	8	4	0
วิทยุโทรศัพท์	13	13	8	4	0
วิปัสสนายานิก	13	13	8	5	0
วิเทศสัมพันธ์	13	13	8	4	0
แวงจตุลังคบาท	13	13	9	4	0
ศาลรัฐธรรมนูญ	13	13	10	3	0
ศาลาการเปรียญ	13	13	8	5	0
ศาลาลูกขุนนอก	13	13	9	4	0
ศิลปะประยุกต์	13	13	8	4	0
ศิลปะพื้นบ้าน	13	13	7	4	2
ศูนย์สัมบูรณ์	13	13	8	3	0
สกิทาคามิมรรค	13	13	9	4	0
ส่งข้าวส่งน้ำ	13	13	7	2	4
ส่งพระเคราะห์	13	13	7	4	1
สงวนปากสงวนคำ	13	13	11	2	0
สงัดผู้สงัดคน	13	13	9	3	1
สถานประกอบการ	13	13	10	3	0
สนิทปากสนิทคอ	13	13	10	3	0
สมองขี้เลื้อย	13	13	8	3	2
สมาชิกวุฒิสภา	13	13	8	5	0
สมุหพระกลาโหม	13	13	9	4	0
สมุหเทศาภิบาล	13	13	8	5	0
สวนพฤกษศาสตร์	13	13	11	1	0
สวมหมวกหลายใบ	13	13	11	2	0
